Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PH,PD,PA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA
China,Super League,2016,13/08/2016,12:35,Shanghai Shenhua,Guangzhou Evergrande,2,1,H,3.39,3.74,2.11,3.9,3.77,2.13,3.39,3.54,1.99
China,Super League,2016,13/08/2016,12:35,Shijiazhuang,Tianjin Jinmen Tiger,2,2,D,2.37,3.41,3.13,2.48,3.41,3.37,2.3,3.22,2.96
China,Super League,2016,14/08/2016,12:35,Changchun Yatai,Jiangsu Suning,1,2,A,3.47,3.53,2.16,3.47,3.6,2.34,3.08,3.3,2.2
China,Super League,2016,14/08/2016,12:35,Guangzhou R&F,Shandong Luneng,1,2,A,2.44,3.63,2.86,2.5,3.82,2.95,2.37,3.41,2.72
China,Super League,2016,14/08/2016,12:35,Hebei,Liaoning,0,0,D,1.93,3.58,4.24,2,3.66,4.3,1.91,3.4,3.78
China,Super League,2016,19/08/2016,12:35,Shanghai SIPG,Shijiazhuang,4,1,H,1.41,4.94,8.23,1.46,4.94,8.23,1.41,4.53,6.68
China,Super League,2016,20/08/2016,12:35,Guangzhou Evergrande,Hangzhou Greentown,0,0,D,1.19,7.65,15.29,1.23,7.73,19.81,1.17,6.68,13.29
China,Super League,2016,20/08/2016,12:35,Shanghai Shenhua,Liaoning,2,1,H,1.55,4.31,6.33,1.58,4.52,6.7,1.52,4.09,5.53
China,Super League,2016,20/08/2016,12:35,Tianjin Jinmen Tiger,Shandong Luneng,1,4,A,2.85,3.61,2.46,3.17,3.62,2.46,2.8,3.4,2.32
China,Super League,2016,21/08/2016,12:35,Changchun Yatai,Yanbian,1,0,H,2.1,3.69,3.48,2.1,3.72,4,1.99,3.51,3.45
China,Super League,2016,21/08/2016,12:35,Chongqing Liangjiang Athletic,Guangzhou R&F,4,5,A,2.97,3.6,2.38,3.02,3.6,2.5,2.82,3.39,2.31
China,Super League,2016,21/08/2016,12:35,Henan Songshan Longmen,Hebei,1,0,H,2.35,3.08,3.51,2.45,3.4,3.51,2.27,3.04,3.22
China,Super League,2016,21/08/2016,12:35,Jiangsu Suning,Beijing Guoan,2,1,H,2.16,3.47,3.52,2.16,3.74,4.06,2,3.36,3.54
China,Super League,2016,09/09/2016,12:35,Chongqing Liangjiang Athletic,Yanbian,2,1,H,1.86,3.87,4.17,1.92,3.97,4.68,1.83,3.65,3.86
China,Super League,2016,09/09/2016,12:35,Shanghai SIPG,Beijing Guoan,2,2,D,1.88,3.62,4.41,1.92,3.72,5.2,1.79,3.48,4.25
China,Super League,2016,10/09/2016,09:00,Liaoning,Hangzhou Greentown,2,0,H,1.85,3.56,4.65,1.95,3.6,4.65,1.86,3.38,4.07
China,Super League,2016,10/09/2016,12:35,Hebei,Guangzhou Evergrande,0,3,A,6.17,4.39,1.55,7,4.4,1.6,5.62,4.03,1.53
China,Super League,2016,10/09/2016,12:35,Shandong Luneng,Changchun Yatai,1,1,D,1.4,5.12,8.04,1.45,5.12,8.72,1.38,4.63,7.18
China,Super League,2016,10/09/2016,12:35,Tianjin Jinmen Tiger,Henan Songshan Longmen,2,1,H,1.92,3.56,4.3,1.96,3.75,4.46,1.87,3.41,3.95
China,Super League,2016,11/09/2016,12:35,Guangzhou R&F,Shanghai Shenhua,1,1,D,2.25,3.52,3.27,2.34,3.68,3.3,2.15,3.4,3.1
China,Super League,2016,11/09/2016,12:35,Shijiazhuang,Jiangsu Suning,1,6,A,3.36,3.69,2.15,3.4,3.69,2.3,3.12,3.44,2.12
China,Super League,2016,14/09/2016,12:35,Liaoning,Beijing Guoan,0,2,A,3.04,3.42,2.42,3.36,3.44,2.44,2.96,3.24,2.29
China,Super League,2016,16/09/2016,12:35,Changchun Yatai,Guangzhou R&F,3,1,H,3.02,3.42,2.43,3.02,3.52,2.71,2.66,3.31,2.44
China,Super League,2016,16/09/2016,12:35,Shanghai Shenhua,Chongqing Liangjiang Athletic,2,2,D,1.49,4.77,6.48,1.54,4.93,7.5,1.45,4.45,5.99
China,Super League,2016,17/09/2016,08:30,Yanbian,Hebei,3,2,H,2.68,3.33,2.77,2.84,3.35,2.83,2.64,3.14,2.59
China,Super League,2016,17/09/2016,12:35,Jiangsu Suning,Tianjin Jinmen Tiger,2,0,H,1.53,4.67,5.94,1.57,4.7,7,1.49,4.32,5.5
China,Super League,2016,18/09/2016,12:35,Beijing Guoan,Shijiazhuang,0,0,D,1.31,5.58,10.76,1.45,5.6,11.39,1.32,4.77,8.63
China,Super League,2016,18/09/2016,12:35,Guangzhou Evergrande,Liaoning,6,2,H,1.12,10.07,21.78,1.15,11,37.63,1.08,8.89,24.31
China,Super League,2016,18/09/2016,12:35,Hangzhou Greentown,Shanghai SIPG,1,2,A,4.92,4.07,1.7,5,4.07,1.8,4.41,3.77,1.69
China,Super League,2016,18/09/2016,12:35,Henan Songshan Longmen,Shandong Luneng,2,1,H,3.18,3.36,2.39,3.2,3.45,2.5,2.94,3.2,2.31
China,Super League,2016,21/09/2016,12:35,Beijing Guoan,Yanbian,3,0,H,1.34,5.2,10.53,1.45,5.25,10.53,1.33,4.77,8.37
China,Super League,2016,21/09/2016,12:35,Tianjin Jinmen Tiger,Changchun Yatai,4,0,H,1.88,3.71,4.28,1.93,3.71,4.5,1.84,3.5,3.91
China,Super League,2016,23/09/2016,12:35,Hebei,Chongqing Liangjiang Athletic,1,1,D,2.1,3.63,3.54,2.3,3.75,3.9,2.05,3.47,3.25
China,Super League,2016,24/09/2016,09:00,Liaoning,Yanbian,3,0,H,1.33,5.84,8.97,1.6,5.84,10,1.34,4.9,7.26
China,Super League,2016,24/09/2016,12:35,Shanghai SIPG,Guangzhou Evergrande,0,0,D,4.07,4.07,1.84,4.22,4.07,2,3.76,3.71,1.83
China,Super League,2016,25/09/2016,08:30,Guangzhou R&F,Henan Songshan Longmen,2,0,H,1.79,3.82,4.69,1.84,3.92,4.96,1.74,3.62,4.28
China,Super League,2016,25/09/2016,12:35,Beijing Guoan,Shandong Luneng,1,2,A,2.2,3.53,3.36,2.3,3.53,3.47,2.15,3.33,3.12
China,Super League,2016,25/09/2016,12:35,Hangzhou Greentown,Jiangsu Suning,3,0,H,4.22,3.8,1.87,4.75,3.87,1.91,4.1,3.56,1.79
China,Super League,2016,25/09/2016,12:35,Shijiazhuang,Changchun Yatai,3,2,H,2.05,3.41,3.93,2.22,3.42,3.93,2.06,3.22,3.46
China,Super League,2016,25/09/2016,12:35,Tianjin Jinmen Tiger,Shanghai Shenhua,1,3,A,2.56,3.56,2.75,2.69,3.57,2.76,2.46,3.34,2.63
China,Super League,2016,15/10/2016,08:00,Yanbian,Tianjin Jinmen Tiger,1,2,A,2.41,3.5,2.99,2.56,3.52,3.02,2.34,3.32,2.78
China,Super League,2016,15/10/2016,12:35,Jiangsu Suning,Shanghai SIPG,2,1,H,2.28,3.59,3.14,2.3,3.72,3.54,2.13,3.44,3.08
China,Super League,2016,15/10/2016,12:35,Shijiazhuang,Guangzhou Evergrande,0,6,A,7.05,4.91,1.45,8.5,5.05,1.48,6.41,4.57,1.41
China,Super League,2016,16/10/2016,08:30,Changchun Yatai,Beijing Guoan,2,1,H,2.4,3.33,3.15,2.54,3.5,3.3,2.31,3.18,2.95
China,Super League,2016,16/10/2016,08:30,Guangzhou R&F,Hangzhou Greentown,5,2,H,1.69,4.1,5,1.85,4.16,5.15,1.68,3.79,4.4
China,Super League,2016,16/10/2016,12:35,Chongqing Liangjiang Athletic,Liaoning,2,1,H,,,,1.79,5.5,8.5,1.44,4.38,6.1
China,Super League,2016,16/10/2016,12:35,Shandong Luneng,Hebei,1,0,H,1.39,4.99,8.58,1.56,4.99,10,1.39,4.42,6.99
China,Super League,2016,16/10/2016,12:35,Shanghai Shenhua,Henan Songshan Longmen,2,2,D,1.33,5.45,10.22,1.4,5.45,10.22,1.33,4.96,7.8
China,Super League,2016,22/10/2016,09:30,Beijing Guoan,Guangzhou R&F,3,1,H,1.99,3.69,3.82,2.02,3.82,4.06,1.89,3.55,3.6
China,Super League,2016,22/10/2016,12:35,Chongqing Liangjiang Athletic,Jiangsu Suning,2,2,D,3.27,3.94,2.1,3.6,4,2.24,3.07,3.64,2.05
China,Super League,2016,22/10/2016,12:35,Shanghai SIPG,Shandong Luneng,4,1,H,1.6,4.41,5.41,1.7,4.41,5.41,1.61,4,4.6
China,Super League,2016,22/10/2016,12:35,Tianjin Jinmen Tiger,Hebei,0,5,A,2.34,3.59,3.05,2.42,3.6,3.65,2.21,3.41,2.92
China,Super League,2016,23/10/2016,08:30,Liaoning,Changchun Yatai,0,1,A,2.43,3.68,2.84,2.66,3.68,2.84,2.38,3.47,2.62
China,Super League,2016,23/10/2016,09:00,Henan Songshan Longmen,Shijiazhuang,0,2,A,2.13,3.63,3.43,2.17,3.65,3.52,2.07,3.43,3.19
China,Super League,2016,23/10/2016,12:35,Guangzhou Evergrande,Yanbian,1,1,D,1.1,12.94,21.36,1.11,13.37,34,1.07,10.4,21.28
China,Super League,2016,23/10/2016,12:35,Hangzhou Greentown,Shanghai Shenhua,0,0,D,1.64,4.21,5.31,1.73,4.25,5.6,1.64,3.86,4.62
China,Super League,2016,26/10/2016,12:35,Guangzhou R&F,Liaoning,1,1,D,,,,5.55,4.5,1.76,4.91,4.14,1.56
China,Super League,2016,26/10/2016,12:35,Hebei,Hangzhou Greentown,0,0,D,2.64,3.16,2.94,2.64,3.46,3.07,2.47,3.18,2.73
China,Super League,2016,26/10/2016,12:35,Henan Songshan Longmen,Changchun Yatai,1,2,A,2.16,3.66,3.34,2.45,3.88,3.37,2.17,3.38,3.02
China,Super League,2016,26/10/2016,12:35,Jiangsu Suning,Guangzhou Evergrande,2,0,H,2.79,3.65,2.49,2.82,3.67,2.9,2.48,3.41,2.59
China,Super League,2016,26/10/2016,12:35,Shandong Luneng,Chongqing Liangjiang Athletic,1,1,D,1.32,5.33,10.84,1.33,5.85,10.9,1.29,5.23,8.52
China,Super League,2016,26/10/2016,12:35,Shanghai Shenhua,Beijing Guoan,0,0,D,1.93,3.82,3.95,2.05,4.06,4.86,1.76,3.74,4.05
China,Super League,2016,26/10/2016,12:35,Tianjin Jinmen Tiger,Shanghai SIPG,0,1,A,3.44,3.58,2.15,3.52,3.84,2.2,3.15,3.52,2.08
China,Super League,2016,26/10/2016,12:35,Yanbian,Shijiazhuang,2,0,H,1.61,4.5,5.2,1.61,4.58,6.5,1.52,4.14,5.45
China,Super League,2016,30/10/2016,11:35,Beijing Guoan,Henan Songshan Longmen,3,1,H,1.52,4.64,5.94,1.55,4.75,6.9,1.47,4.31,5.84
China,Super League,2016,30/10/2016,11:35,Changchun Yatai,Shanghai Shenhua,1,0,H,1.44,4.73,7.41,1.46,5,7.9,1.41,4.4,6.56
China,Super League,2016,30/10/2016,11:35,Chongqing Liangjiang Athletic,Tianjin Jinmen Tiger,1,2,A,5.46,3.98,1.64,5.7,4.16,1.76,4.61,3.83,1.64
China,Super League,2016,30/10/2016,11:35,Guangzhou Evergrande,Shandong Luneng,4,0,H,1.56,4.39,5.85,1.56,4.5,6.5,1.5,4.28,5.43
China,Super League,2016,30/10/2016,11:35,Hangzhou Greentown,Yanbian,2,2,D,1.36,5.6,8.01,1.39,5.6,10,1.32,5.07,7.81
China,Super League,2016,30/10/2016,11:35,Liaoning,Jiangsu Suning,1,0,H,1.79,3.64,4.87,2.15,3.75,4.87,1.94,3.37,3.68
China,Super League,2016,30/10/2016,11:35,Shanghai SIPG,Hebei,3,1,H,1.34,5.6,8.57,1.38,5.6,10.4,1.31,5.01,8.14
China,Super League,2016,30/10/2016,11:35,Shijiazhuang,Guangzhou R&F,3,2,H,2.35,3.69,2.9,2.66,3.69,3.1,2.4,3.42,2.66
China,Super League,2017,03/03/2017,11:35,Guizhou Zhicheng,Liaoning,1,1,D,2.59,3.21,2.96,2.66,3.3,2.99,2.48,3.12,2.78
China,Super League,2017,04/03/2017,07:30,Guangzhou R&F,Tianjin Quanjian,2,0,H,2.3,3.47,3.2,2.6,3.5,3.2,2.34,3.26,2.86
China,Super League,2017,04/03/2017,11:35,Shandong Luneng,Tianjin Jinmen Tiger,2,0,H,1.78,3.78,4.78,1.81,3.9,5,1.76,3.57,4.29
China,Super League,2017,04/03/2017,11:35,Shanghai SIPG,Changchun Yatai,5,1,H,1.26,6.09,13.22,1.26,6.65,13.82,1.23,5.64,10.93
China,Super League,2017,05/03/2017,07:30,Chongqing Liangjiang Athletic,Yanbian,0,0,D,1.88,3.4,4.83,1.91,3.5,4.83,1.84,3.34,4.2
China,Super League,2017,05/03/2017,11:35,Guangzhou Evergrande,Beijing Guoan,2,1,H,1.48,4.42,7.41,1.51,4.6,7.73,1.45,4.2,6.47
China,Super League,2017,05/03/2017,11:35,Henan Songshan Longmen,Hebei,0,0,D,3.22,3.15,2.46,3.57,3.3,2.5,3.06,3.07,2.32
China,Super League,2017,05/03/2017,11:35,Shanghai Shenhua,Jiangsu Suning,4,0,H,2.24,3.51,3.29,2.29,3.52,3.75,2.14,3.32,3.18
China,Super League,2017,10/03/2017,11:35,Jiangsu Suning,Tianjin Jinmen Tiger,0,0,D,2.09,3.46,3.73,2.22,3.6,3.9,2.04,3.27,3.47
China,Super League,2017,10/03/2017,11:35,Shandong Luneng,Guangzhou Evergrande,2,1,H,3.61,3.64,2.07,3.74,3.75,2.1,3.39,3.46,2
China,Super League,2017,10/03/2017,11:35,Shanghai SIPG,Yanbian,2,0,H,1.19,7.65,16.25,1.19,7.8,17.83,1.16,6.91,13.51
China,Super League,2017,11/03/2017,07:30,Chongqing Liangjiang Athletic,Hebei,1,1,D,2.49,3.27,3.05,3.1,3.35,3.13,2.4,3.21,2.82
China,Super League,2017,11/03/2017,07:30,Guizhou Zhicheng,Beijing Guoan,1,1,D,5.54,3.65,1.72,5.54,3.72,1.83,4.86,3.46,1.71
China,Super League,2017,11/03/2017,11:35,Shanghai Shenhua,Tianjin Quanjian,1,1,D,1.53,4.43,6.35,1.56,4.46,6.94,1.51,4.08,5.77
China,Super League,2017,12/03/2017,07:30,Guangzhou R&F,Changchun Yatai,1,0,H,1.68,4.02,5.19,1.86,4.06,5.5,1.68,3.75,4.58
China,Super League,2017,12/03/2017,11:35,Henan Songshan Longmen,Liaoning,1,1,D,1.72,3.59,5.74,2.17,3.7,5.74,1.74,3.41,4.8
China,Super League,2017,01/04/2017,08:30,Yanbian,Guangzhou R&F,0,1,A,2.71,3.48,2.64,2.75,3.5,2.65,2.61,3.27,2.54
China,Super League,2017,01/04/2017,12:35,Guangzhou Evergrande,Shanghai SIPG,3,2,H,1.85,3.85,4.24,2.06,3.86,4.24,1.89,3.63,3.61
China,Super League,2017,01/04/2017,12:35,Hebei,Guizhou Zhicheng,1,0,H,1.58,3.85,7.08,1.63,3.9,7.08,1.56,3.65,5.99
China,Super League,2017,01/04/2017,12:35,Tianjin Quanjian,Henan Songshan Longmen,1,0,H,1.87,3.52,4.64,1.93,3.64,4.86,1.82,3.36,4.32
China,Super League,2017,02/04/2017,08:00,Changchun Yatai,Shandong Luneng,0,2,A,3.18,3.4,2.34,3.26,3.46,2.34,3.05,3.25,2.24
China,Super League,2017,02/04/2017,08:30,Liaoning,Jiangsu Suning,3,1,H,2.95,3.25,2.57,3.1,3.36,2.6,2.86,3.09,2.44
China,Super League,2017,02/04/2017,12:35,Beijing Guoan,Shanghai Shenhua,2,1,H,1.85,3.64,4.53,1.98,3.72,4.65,1.86,3.44,3.98
China,Super League,2017,02/04/2017,12:35,Tianjin Jinmen Tiger,Chongqing Liangjiang Athletic,2,0,H,1.92,3.75,4.05,1.95,3.75,4.45,1.86,3.52,3.84
China,Super League,2017,07/04/2017,12:35,Beijing Guoan,Henan Songshan Longmen,1,0,H,1.56,3.95,6.96,1.59,4.28,6.96,1.54,3.75,6.02
China,Super League,2017,07/04/2017,12:35,Jiangsu Suning,Chongqing Liangjiang Athletic,1,2,A,2.06,3.4,3.99,2.14,3.68,4.6,1.96,3.28,3.81
China,Super League,2017,07/04/2017,12:35,Shanghai SIPG,Shandong Luneng,2,1,H,1.56,4.36,6.08,1.6,4.76,6.25,1.54,4.15,5.3
China,Super League,2017,08/04/2017,08:30,Guizhou Zhicheng,Tianjin Jinmen Tiger,0,0,D,2.57,3.22,2.99,2.88,3.42,2.99,2.61,3.08,2.67
China,Super League,2017,08/04/2017,12:35,Guangzhou Evergrande,Guangzhou R&F,2,2,D,1.32,5.73,9.71,1.38,5.73,9.71,1.33,5.1,7.73
China,Super League,2017,08/04/2017,12:35,Hebei,Shanghai Shenhua,4,2,H,2.33,3.37,3.23,2.57,3.37,3.4,2.3,3.17,3.02
China,Super League,2017,09/04/2017,08:00,Changchun Yatai,Liaoning,1,1,D,1.78,3.7,4.95,1.9,3.8,5.2,1.75,3.48,4.5
China,Super League,2017,09/04/2017,12:35,Tianjin Quanjian,Yanbian,1,0,H,1.48,4.33,7.7,1.51,4.64,8.32,1.45,4.12,6.82
China,Super League,2017,14/04/2017,12:35,Chongqing Liangjiang Athletic,Guizhou Zhicheng,2,1,H,1.88,3.51,4.58,1.9,3.66,4.95,1.83,3.35,4.21
China,Super League,2017,15/04/2017,08:00,Changchun Yatai,Shanghai Shenhua,2,3,A,2.51,3.46,2.88,2.68,3.46,2.98,2.41,3.2,2.81
China,Super League,2017,15/04/2017,12:35,Henan Songshan Longmen,Jiangsu Suning,1,1,D,2.73,3.14,2.85,3,3.38,2.85,2.74,3,2.6
China,Super League,2017,15/04/2017,12:35,Shandong Luneng,Beijing Guoan,1,0,H,2.29,3.25,3.44,2.34,3.4,3.5,2.18,3.13,3.28
China,Super League,2017,15/04/2017,12:35,Tianjin Quanjian,Shanghai SIPG,1,1,D,4.61,4.04,1.75,5,4.15,2.01,4.32,3.74,1.72
China,Super League,2017,16/04/2017,08:30,Yanbian,Hebei,1,1,D,3.54,3.32,2.21,3.7,3.5,2.24,3.31,3.15,2.17
China,Super League,2017,16/04/2017,12:35,Tianjin Jinmen Tiger,Guangzhou Evergrande,0,3,A,6.24,4.4,1.54,7,4.45,1.72,5.51,3.95,1.55
China,Super League,2017,17/04/2017,08:30,Liaoning,Guangzhou R&F,1,4,A,2.94,3.66,2.37,3.2,3.66,2.44,2.86,3.34,2.28
China,Super League,2017,21/04/2017,12:35,Beijing Guoan,Tianjin Quanjian,1,1,D,1.71,3.8,5.38,1.74,3.8,5.75,1.68,3.57,4.89
China,Super League,2017,21/04/2017,12:35,Guangzhou Evergrande,Liaoning,2,1,H,1.13,9.92,21.06,1.14,10.97,26,1.11,8.02,19.64
China,Super League,2017,21/04/2017,12:35,Jiangsu Suning,Guangzhou R&F,1,2,A,1.88,3.81,4.16,2,3.81,4.2,1.86,3.58,3.76
China,Super League,2017,21/04/2017,12:35,Shanghai SIPG,Hebei,3,0,H,1.4,5.07,8.11,1.41,5.35,8.57,1.37,4.74,7.28
China,Super League,2017,22/04/2017,08:30,Tianjin Jinmen Tiger,Yanbian,3,1,H,1.6,3.97,6.32,1.61,4.2,7,1.56,3.81,5.69
China,Super League,2017,22/04/2017,12:35,Guizhou Zhicheng,Shanghai Shenhua,0,2,A,3.27,3.39,2.3,3.3,3.44,2.41,3.14,3.2,2.22
China,Super League,2017,23/04/2017,08:00,Changchun Yatai,Henan Songshan Longmen,1,0,H,2.59,3.15,3.01,2.65,3.15,3.25,2.4,3.02,2.98
China,Super League,2017,23/04/2017,12:35,Shandong Luneng,Chongqing Liangjiang Athletic,1,1,D,1.5,4.41,7.06,1.59,4.54,7.06,1.48,4.17,5.99
China,Super League,2017,28/04/2017,12:35,Guangzhou R&F,Guizhou Zhicheng,1,3,A,1.39,4.92,8.9,1.5,5.3,9,1.39,4.59,7.26
China,Super League,2017,29/04/2017,08:30,Liaoning,Beijing Guoan,2,4,A,3.96,3.53,2,4.2,3.53,2.15,3.61,3.29,2
China,Super League,2017,29/04/2017,08:30,Tianjin Quanjian,Jiangsu Suning,2,2,D,2.05,3.55,3.76,2.11,3.58,4.02,2.02,3.34,3.49
China,Super League,2017,29/04/2017,08:30,Yanbian,Changchun Yatai,1,0,H,2.48,3.26,3.08,2.48,3.46,3.3,2.35,3.09,3.01
China,Super League,2017,29/04/2017,12:35,Hebei,Tianjin Jinmen Tiger,4,0,H,1.78,3.61,5.08,1.95,3.75,5.75,1.74,3.54,4.5
China,Super League,2017,29/04/2017,12:35,Henan Songshan Longmen,Guangzhou Evergrande,2,4,A,5.59,4,1.65,6.7,4.4,1.65,5.57,3.77,1.58
China,Super League,2017,30/04/2017,12:35,Chongqing Liangjiang Athletic,Shanghai SIPG,1,1,D,5.08,4.17,1.67,5.85,4.48,1.7,4.78,3.94,1.63
China,Super League,2017,05/05/2017,12:35,Guangzhou Evergrande,Shanghai Shenhua,3,2,H,1.41,5.07,7.62,1.44,5.2,8.79,1.38,4.73,7.01
China,Super League,2017,05/05/2017,12:35,Jiangsu Suning,Yanbian,1,1,D,1.36,5.05,9.99,1.4,5.05,9.99,1.33,4.72,8.58
China,Super League,2017,06/05/2017,08:30,Tianjin Quanjian,Changchun Yatai,1,3,A,1.6,4.05,6.19,1.65,4.24,6.5,1.56,3.82,5.62
China,Super League,2017,06/05/2017,12:35,Chongqing Liangjiang Athletic,Henan Songshan Longmen,2,3,A,2.1,3.29,3.92,2.18,3.54,3.92,2.07,3.17,3.54
China,Super League,2017,06/05/2017,12:35,Shanghai SIPG,Guizhou Zhicheng,3,0,H,1.26,6.42,11.93,1.27,7,14,1.22,6.02,10.65
China,Super League,2017,07/05/2017,08:30,Tianjin Jinmen Tiger,Liaoning,1,1,D,1.91,3.79,4.06,2,3.8,4.06,1.87,3.61,3.74
China,Super League,2017,07/05/2017,12:35,Beijing Guoan,Hebei,1,4,A,1.67,3.8,5.8,1.82,3.8,5.8,1.72,3.51,4.74
China,Super League,2017,07/05/2017,12:35,Shandong Luneng,Guangzhou R&F,3,0,H,1.75,4.07,4.61,1.91,4.07,4.61,1.75,3.85,4.05
China,Super League,2017,12/05/2017,12:35,Guangzhou R&F,Hebei,1,1,D,2.08,3.71,3.53,2.1,3.83,3.6,2.03,3.48,3.31
China,Super League,2017,13/05/2017,08:30,Liaoning,Chongqing Liangjiang Athletic,2,1,H,2.42,3.35,3.08,2.42,3.5,3.16,2.3,3.27,2.95
China,Super League,2017,13/05/2017,08:30,Yanbian,Beijing Guoan,1,2,A,3.63,3.43,2.14,3.7,3.5,2.18,3.39,3.28,2.08
China,Super League,2017,13/05/2017,12:35,Guizhou Zhicheng,Tianjin Quanjian,2,1,H,2.62,3.32,2.84,2.74,3.4,2.85,2.55,3.18,2.69
China,Super League,2017,13/05/2017,12:35,Henan Songshan Longmen,Shanghai Shenhua,0,0,D,2.25,3.22,3.57,2.33,3.4,3.6,2.16,3.13,3.33
China,Super League,2017,14/05/2017,08:00,Changchun Yatai,Guangzhou Evergrande,0,1,A,5.67,4.25,1.6,6.3,4.4,1.62,5.27,4.02,1.56
China,Super League,2017,14/05/2017,12:35,Jiangsu Suning,Shandong Luneng,2,1,H,2.31,3.55,3.12,2.5,3.6,3.2,2.27,3.34,2.93
China,Super League,2017,14/05/2017,12:35,Tianjin Jinmen Tiger,Shanghai SIPG,0,1,A,4.89,4.06,1.71,4.98,4.38,1.76,4.34,3.8,1.7
China,Super League,2017,19/05/2017,11:00,Beijing Guoan,Guangzhou R&F,2,2,D,1.95,3.7,3.95,2.05,3.98,4.15,1.93,3.59,3.56
China,Super League,2017,19/05/2017,13:00,Guangzhou Evergrande,Jiangsu Suning,2,1,H,1.47,4.9,6.69,1.47,5.45,7.46,1.43,4.59,6.3
China,Super League,2017,20/05/2017,08:30,Shanghai Shenhua,Shanghai SIPG,1,3,A,3.65,3.83,2,3.7,3.83,2.06,3.38,3.59,1.98
China,Super League,2017,20/05/2017,08:30,Yanbian,Shandong Luneng,1,1,D,4.18,3.51,1.95,4.35,3.76,1.98,3.91,3.39,1.89
China,Super League,2017,20/05/2017,12:35,Chongqing Liangjiang Athletic,Tianjin Quanjian,0,1,A,2.74,3.42,2.65,2.8,3.42,3.05,2.53,3.19,2.69
China,Super League,2017,20/05/2017,12:35,Hebei,Liaoning,2,0,H,1.45,4.71,7.56,1.53,4.75,7.56,1.46,4.26,6.25
China,Super League,2017,21/05/2017,08:30,Changchun Yatai,Tianjin Jinmen Tiger,1,1,D,2.09,3.4,3.83,2.17,3.42,3.9,2.07,3.26,3.45
China,Super League,2017,21/05/2017,12:35,Henan Songshan Longmen,Guizhou Zhicheng,0,1,A,2.08,3.2,4.15,2.11,3.56,4.35,1.98,3.13,3.9
China,Super League,2017,26/05/2017,11:00,Guangzhou Evergrande,Chongqing Liangjiang Athletic,2,0,H,1.3,5.88,10.58,1.33,6.35,11.92,1.28,5.45,8.82
China,Super League,2017,26/05/2017,13:00,Guangzhou R&F,Shanghai Shenhua,0,0,D,1.96,3.77,3.92,2,3.85,3.94,1.89,3.66,3.62
China,Super League,2017,27/05/2017,08:30,Guizhou Zhicheng,Jiangsu Suning,2,2,D,2.74,3.16,2.83,2.75,3.4,2.86,2.61,3.08,2.68
China,Super League,2017,27/05/2017,08:30,Liaoning,Yanbian,3,1,H,1.71,4.05,4.93,1.99,4.15,5.26,1.7,3.71,4.49
China,Super League,2017,27/05/2017,12:35,Hebei,Changchun Yatai,2,1,H,1.63,4.02,5.77,1.65,4.44,6.5,1.58,3.77,5.55
China,Super League,2017,27/05/2017,12:35,Shanghai SIPG,Beijing Guoan,5,1,H,1.63,4.27,5.4,1.64,4.45,6.5,1.58,4,5.09
China,Super League,2017,27/05/2017,12:35,Tianjin Quanjian,Tianjin Jinmen Tiger,3,0,H,1.88,3.49,4.63,2,3.5,4.63,1.87,3.33,4.08
China,Super League,2017,28/05/2017,12:35,Shandong Luneng,Henan Songshan Longmen,3,2,H,1.75,3.68,5.22,1.76,3.84,5.9,1.68,3.51,4.92
China,Super League,2017,02/06/2017,12:35,Chongqing Liangjiang Athletic,Beijing Guoan,1,0,H,3.38,3.44,2.23,3.38,3.62,2.39,3.09,3.28,2.22
China,Super League,2017,02/06/2017,12:35,Henan Songshan Longmen,Guangzhou R&F,1,1,D,2.23,3.62,3.22,2.7,3.72,3.25,2.27,3.36,2.93
China,Super League,2017,02/06/2017,12:35,Tianjin Jinmen Tiger,Shanghai Shenhua,2,1,H,2.54,3.49,2.81,2.64,3.55,3,2.38,3.29,2.8
China,Super League,2017,03/06/2017,08:30,Yanbian,Guangzhou Evergrande,1,3,A,6.92,4.69,1.48,8.41,5.3,1.48,6.8,4.46,1.42
China,Super League,2017,03/06/2017,12:35,Jiangsu Suning,Hebei,1,2,A,2.04,3.58,3.78,2.12,3.6,3.96,2.01,3.38,3.5
China,Super League,2017,03/06/2017,12:35,Shandong Luneng,Tianjin Quanjian,1,2,A,1.88,3.83,4.15,1.9,4.1,4.5,1.82,3.64,3.94
China,Super League,2017,03/06/2017,12:35,Shanghai SIPG,Liaoning,4,1,H,1.17,8.78,15.32,1.2,8.79,18.1,1.15,7.5,13.35
China,Super League,2017,04/06/2017,08:30,Changchun Yatai,Guizhou Zhicheng,1,1,D,2.11,3.31,3.86,2.33,3.31,3.86,2.16,3.13,3.39
China,Super League,2017,17/06/2017,08:30,Guizhou Zhicheng,Guangzhou Evergrande,0,2,A,6.27,4.14,1.58,6.5,4.2,1.62,5.53,3.81,1.57
China,Super League,2017,17/06/2017,12:35,Hebei,Tianjin Quanjian,1,0,H,1.79,3.77,4.71,1.84,3.82,5.2,1.77,3.56,4.28
China,Super League,2017,17/06/2017,12:35,Henan Songshan Longmen,Yanbian,3,1,H,1.74,3.64,5.44,1.78,3.72,5.9,1.7,3.44,4.99
