Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PH,PD,PA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA
China,Super League,2019,17/07/2019,12:35,Wuhan FC,Jiangsu Suning,1,1,D,2.56,3.36,2.84,2.57,3.6,2.85,2.42,3.36,2.73
China,Super League,2019,20/07/2019,12:35,Guangzhou R&F,Guangzhou Evergrande,0,5,A,4.87,5.04,1.56,5,5.25,1.6,4.62,4.84,1.53
China,Super League,2019,20/07/2019,12:35,Tianjin Jinmen Tiger,Dalian Yifang F.C.,3,3,D,2.96,3.81,2.27,3,3.85,2.42,2.83,3.62,2.24
China,Super League,2019,21/07/2019,11:00,Beijing Renhe,Shanghai Shenhua,1,4,A,3.69,3.89,1.96,3.75,3.89,2,3.48,3.68,1.93
China,Super League,2019,21/07/2019,12:35,Hebei,Tianjin Tianhai,2,2,D,1.56,4.56,5.41,1.57,4.6,6,1.53,4.34,5.22
China,Super League,2019,21/07/2019,12:35,Henan Songshan Longmen,Wuhan FC,0,0,D,2.2,3.64,3.22,2.29,3.64,3.5,2.14,3.43,3.14
China,Super League,2019,21/07/2019,12:35,Shandong Luneng,Shenzhen,3,0,H,1.35,5.14,8.77,1.38,5.3,9.6,1.34,4.92,7.76
China,Super League,2019,21/07/2019,13:00,Chongqing Liangjiang Athletic,Shanghai SIPG,2,2,D,6.42,4.77,1.47,7.5,5,1.49,6.02,4.65,1.43
China,Super League,2019,21/07/2019,13:00,Jiangsu Suning,Beijing Guoan,1,0,H,6.45,5,1.44,6.55,5,1.48,6.01,4.62,1.44
China,Super League,2019,27/07/2019,10:30,Hebei,Chongqing Liangjiang Athletic,3,0,H,1.81,3.91,4.26,1.86,4,4.4,1.79,3.75,3.96
China,Super League,2019,27/07/2019,12:35,Dalian Yifang F.C.,Shandong Luneng,1,0,H,2.14,3.89,3.16,2.2,3.9,3.16,2.14,3.69,2.93
China,Super League,2019,27/07/2019,12:35,Henan Songshan Longmen,Beijing Guoan,1,0,H,5.57,4.2,1.59,5.8,4.25,1.61,5.27,3.98,1.57
China,Super League,2019,27/07/2019,12:35,Shanghai Shenhua,Guangzhou R&F,5,3,H,1.96,4.29,3.38,1.99,4.4,3.52,1.9,4.16,3.25
China,Super League,2019,28/07/2019,12:35,Guangzhou Evergrande,Beijing Renhe,3,0,H,1.07,14.84,27.07,1.05,19.5,46,1.03,14.07,32.69
China,Super League,2019,28/07/2019,12:35,Jiangsu Suning,Shenzhen,2,0,H,1.43,4.68,7.37,1.44,5,7.8,1.4,4.61,6.87
China,Super League,2019,28/07/2019,12:35,Tianjin Tianhai,Tianjin Jinmen Tiger,1,0,H,2.74,3.63,2.5,2.74,3.72,2.65,2.55,3.51,2.5
China,Super League,2019,28/07/2019,12:35,Wuhan FC,Shanghai SIPG,1,1,D,6.49,4.71,1.47,7,4.95,1.47,6.33,4.61,1.43
China,Super League,2019,02/08/2019,12:35,Chongqing Liangjiang Athletic,Dalian Yifang F.C.,1,3,A,3.85,3.97,1.89,4.2,4.07,1.9,3.8,3.82,1.81
China,Super League,2019,02/08/2019,12:35,Shanghai Shenhua,Wuhan FC,2,2,D,1.69,4.15,4.71,1.72,4.3,5.5,1.62,4.08,4.64
China,Super League,2019,02/08/2019,12:35,Shenzhen,Beijing Renhe,1,1,D,1.88,3.58,4.39,1.88,3.73,4.45,1.81,3.53,4.1
China,Super League,2019,02/08/2019,13:00,Beijing Guoan,Hebei,2,0,H,1.3,5.52,9.97,1.32,5.9,10.5,1.29,5.38,8.6
China,Super League,2019,02/08/2019,13:00,Guangzhou R&F,Jiangsu Suning,2,2,D,2.16,4.09,2.99,2.21,4.11,3.2,2.1,3.9,2.88
China,Super League,2019,03/08/2019,11:00,Tianjin Jinmen Tiger,Henan Songshan Longmen,2,0,H,2.13,3.4,3.61,2.15,3.6,3.64,2.08,3.4,3.32
China,Super League,2019,03/08/2019,12:35,Shandong Luneng,Guangzhou Evergrande,0,3,A,4.18,4.03,1.8,4.5,4.15,1.83,3.93,3.91,1.76
China,Super League,2019,03/08/2019,13:00,Shanghai SIPG,Tianjin Tianhai,0,0,D,1.15,8.44,17.08,1.17,8.6,17.08,1.15,7.65,13.91
China,Super League,2019,09/08/2019,12:35,Dalian Yifang F.C.,Jiangsu Suning,2,2,D,2.12,3.67,3.38,2.14,3.9,3.55,2.02,3.67,3.24
China,Super League,2019,09/08/2019,12:35,Guangzhou R&F,Shanghai SIPG,2,2,D,4.97,4.99,1.55,5.35,5,1.57,4.94,4.67,1.51
China,Super League,2019,09/08/2019,12:35,Henan Songshan Longmen,Beijing Renhe,2,1,H,1.6,4.12,5.67,1.61,4.2,5.75,1.57,3.91,5.31
China,Super League,2019,10/08/2019,12:35,Hebei,Shandong Luneng,0,3,A,2.52,3.63,2.72,2.65,3.75,2.76,2.5,3.52,2.54
China,Super League,2019,10/08/2019,12:35,Tianjin Jinmen Tiger,Wuhan FC,2,1,H,2.71,3.26,2.74,2.76,3.5,2.74,2.6,3.26,2.58
China,Super League,2019,11/08/2019,12:35,Beijing Guoan,Guangzhou Evergrande,1,3,A,2.82,3.73,2.4,2.95,3.78,2.42,2.77,3.59,2.28
China,Super League,2019,11/08/2019,12:35,Chongqing Liangjiang Athletic,Tianjin Tianhai,1,1,D,2.11,3.49,3.56,2.13,3.74,3.56,2.07,3.49,3.26
China,Super League,2019,13/08/2019,12:35,Jiangsu Suning,Henan Songshan Longmen,3,0,H,1.49,4.59,6.35,1.51,4.8,6.45,1.47,4.55,5.65
China,Super League,2019,14/08/2019,12:35,Beijing Renhe,Hebei,1,2,A,3.31,3.39,2.25,3.45,3.6,2.28,3.14,3.37,2.16
China,Super League,2019,14/08/2019,12:35,Shanghai SIPG,Tianjin Jinmen Tiger,5,1,H,1.36,4.87,9.35,1.41,5.95,10.25,1.35,4.87,7.72
China,Super League,2019,14/08/2019,12:35,Shenzhen,Guangzhou R&F,4,0,H,2.64,3.79,2.52,2.74,3.88,2.52,2.56,3.66,2.4
China,Super League,2019,15/08/2019,12:35,Dalian Yifang F.C.,Beijing Guoan,0,2,A,3.32,3.7,2.13,3.32,3.8,2.26,3.02,3.58,2.13
China,Super League,2019,15/08/2019,12:35,Guangzhou Evergrande,Chongqing Liangjiang Athletic,1,1,D,1.11,10.24,22.63,1.12,11,29,1.09,9.13,19.64
China,Super League,2019,15/08/2019,12:35,Tianjin Tianhai,Shanghai Shenhua,2,2,D,2.92,3.75,2.32,3.1,3.75,2.44,2.78,3.57,2.29
China,Super League,2019,15/08/2019,12:35,Wuhan FC,Shandong Luneng,2,1,H,4.01,4.08,1.83,4.25,4.2,1.9,3.81,3.78,1.82
China,Super League,2019,13/09/2019,12:35,Jiangsu Suning,Guangzhou Evergrande,3,1,H,3.75,4.07,1.89,4.33,4.33,1.98,3.72,3.94,1.81
China,Super League,2019,13/09/2019,12:35,Shandong Luneng,Shanghai SIPG,3,1,H,2.76,3.55,2.52,2.81,3.7,2.52,2.69,3.51,2.38
China,Super League,2019,13/09/2019,12:35,Shenzhen,Beijing Guoan,1,1,D,6.51,4.22,1.53,7.5,4.75,1.53,6.58,4.42,1.44
China,Super League,2019,14/09/2019,12:35,Guangzhou R&F,Tianjin Tianhai,2,1,H,1.75,4.33,4.18,1.81,4.5,4.18,1.73,4.2,3.85
China,Super League,2019,14/09/2019,12:35,Henan Songshan Longmen,Hebei,4,1,H,2.32,3.32,3.25,2.32,3.54,3.25,2.22,3.33,3.05
China,Super League,2019,15/09/2019,10:30,Shanghai Shenhua,Tianjin Jinmen Tiger,0,3,A,1.6,4.5,5.04,1.68,4.5,5.5,1.6,4.19,4.73
China,Super League,2019,15/09/2019,12:35,Wuhan FC,Dalian Yifang F.C.,1,0,H,2.58,3.5,2.72,2.58,3.66,2.84,2.43,3.44,2.66
China,Super League,2019,20/09/2019,12:35,Chongqing Liangjiang Athletic,Jiangsu Suning,1,2,A,2.65,3.5,2.65,2.89,3.6,2.65,2.71,3.4,2.43
China,Super League,2019,21/09/2019,08:30,Dalian Yifang F.C.,Shenzhen,2,0,H,1.78,3.76,4.68,1.78,4,4.75,1.72,3.78,4.36
China,Super League,2019,21/09/2019,12:35,Hebei,Tianjin Jinmen Tiger,2,1,H,2.2,3.58,3.27,2.2,3.75,3.3,2.12,3.52,3.11
China,Super League,2019,21/09/2019,12:35,Shandong Luneng,Shanghai Shenhua,2,2,D,1.55,4.48,5.65,1.61,4.7,5.7,1.54,4.36,5.02
China,Super League,2019,22/09/2019,10:30,Tianjin Tianhai,Beijing Guoan,0,3,A,6.84,5.03,1.42,7.5,5.03,1.45,6.52,4.65,1.41
China,Super League,2019,22/09/2019,12:35,Shanghai SIPG,Henan Songshan Longmen,2,1,H,1.3,5.51,10.15,1.33,5.85,10.5,1.29,5.42,8.73
China,Super League,2019,22/09/2019,13:00,Guangzhou Evergrande,Wuhan FC,0,1,A,1.29,5.78,9.88,1.3,5.8,12,1.28,5.41,9.12
China,Super League,2019,26/09/2019,12:35,Shanghai Shenhua,Shenzhen,2,1,H,1.72,4.06,4.66,1.77,4.2,4.8,1.69,3.94,4.37
China,Super League,2019,13/10/2019,12:35,Beijing Renhe,Chongqing Liangjiang Athletic,1,4,A,2.48,3.5,2.85,2.83,3.61,2.9,2.45,3.43,2.65
China,Super League,2019,18/10/2019,12:35,Shenzhen,Guangzhou Evergrande,2,3,A,7.54,5.55,1.36,8,5.7,1.39,7.28,5.22,1.34
China,Super League,2019,18/10/2019,12:35,Tianjin Tianhai,Wuhan FC,3,1,H,2.46,3.55,2.84,2.5,3.56,2.9,2.42,3.38,2.74
China,Super League,2019,19/10/2019,10:30,Guangzhou R&F,Shandong Luneng,1,3,A,2.89,4.12,2.21,2.95,4.3,2.24,2.84,3.96,2.11
China,Super League,2019,19/10/2019,12:35,Beijing Guoan,Shanghai SIPG,0,2,A,2.12,3.69,3.36,2.16,4,3.36,2.06,3.59,3.19
China,Super League,2019,20/10/2019,08:30,Tianjin Jinmen Tiger,Beijing Renhe,1,0,H,1.57,4.17,5.88,1.62,4.3,6,1.56,4.03,5.29
China,Super League,2019,20/10/2019,12:35,Henan Songshan Longmen,Chongqing Liangjiang Athletic,1,0,H,2.08,3.63,3.53,2.11,3.74,3.53,2.03,3.51,3.34
China,Super League,2019,20/10/2019,12:35,Jiangsu Suning,Hebei,4,1,H,1.45,4.66,7.02,1.49,4.8,7.02,1.45,4.5,6.07
China,Super League,2019,20/10/2019,12:35,Shanghai Shenhua,Dalian Yifang F.C.,2,1,H,1.92,4.04,3.7,1.95,4.2,3.73,1.88,3.95,3.45
China,Super League,2019,25/10/2019,12:35,Chongqing Liangjiang Athletic,Shanghai Shenhua,1,0,H,2.87,3.39,2.52,2.93,3.5,2.53,2.79,3.24,2.43
China,Super League,2019,26/10/2019,08:30,Hebei,Guangzhou R&F,2,1,H,1.68,4.54,4.38,1.76,4.54,4.8,1.65,4.27,4.27
China,Super League,2019,26/10/2019,12:35,Beijing Guoan,Tianjin Jinmen Tiger,3,1,H,1.34,5.42,8.54,1.35,5.75,10,1.31,5.23,8.28
China,Super League,2019,26/10/2019,12:35,Shenzhen,Wuhan FC,4,4,D,1.68,4.07,4.97,1.69,4.15,5.15,1.64,3.91,4.8
China,Super League,2019,27/10/2019,07:30,Tianjin Tianhai,Beijing Renhe,2,2,D,1.77,3.89,4.52,1.83,4,5,1.73,3.76,4.28
China,Super League,2019,27/10/2019,11:35,Guangzhou Evergrande,Henan Songshan Longmen,2,2,D,1.2,6.46,12.59,1.25,7.45,17.25,1.2,6.36,11.58
China,Super League,2019,27/10/2019,11:35,Jiangsu Suning,Shandong Luneng,1,1,D,2.07,3.83,3.37,2.09,3.9,3.6,2.02,3.67,3.25
China,Super League,2019,27/10/2019,11:35,Shanghai SIPG,Dalian Yifang F.C.,3,0,H,1.32,5.81,8.49,1.34,6,9,1.3,5.54,7.78
China,Super League,2019,01/11/2019, 07:30,Beijing Renhe,Guangzhou R&F,1,4,A,4.27,4.55,1.69,4.75,4.55,1.76,4.08,4.19,1.69
China,Super League,2019,22/11/2019,11:35,Henan Songshan Longmen,Tianjin Tianhai,2,1,H,2.61,3.76,2.56,2.62,3.76,3.1,2.52,3.53,2.52
China,Super League,2019,22/11/2019,11:35,Shandong Luneng,Chongqing Liangjiang Athletic,2,0,H,1.27,6.49,9.41,1.44,6.8,12,1.25,6.04,9.77
China,Super League,2019,22/11/2019,11:35,Shanghai Shenhua,Beijing Guoan,1,2,A,4.97,4.21,1.65,5.5,4.34,1.67,4.72,4.1,1.62
China,Super League,2019,22/11/2019,11:35,Wuhan FC,Guangzhou R&F,2,1,H,1.53,4.95,5.22,1.95,4.95,5.5,1.51,4.68,5.1
China,Super League,2019,23/11/2019,07:30,Beijing Renhe,Jiangsu Suning,2,3,A,6.32,4.7,1.48,9.5,5.25,1.51,6.07,4.67,1.44
China,Super League,2019,23/11/2019,07:30,Dalian Yifang F.C.,Hebei,3,3,D,2.02,3.88,3.48,2.07,3.92,3.84,1.97,3.68,3.39
China,Super League,2019,23/11/2019,07:30,Tianjin Jinmen Tiger,Shenzhen,3,0,H,4.4,4.47,1.68,5,4.5,2.85,3.81,3.85,1.88
China,Super League,2019,23/11/2019,11:35,Guangzhou Evergrande,Shanghai SIPG,2,0,H,2.25,3.69,3.07,2.31,3.76,3.1,2.22,3.54,2.91
China,Super League,2019,27/11/2019,11:35,Beijing Renhe,Shanghai SIPG,1,1,D,13.78,7.66,1.18,15.25,7.89,1.21,12.75,7.18,1.16
China,Super League,2019,27/11/2019,11:35,Chongqing Liangjiang Athletic,Wuhan FC,0,1,A,2.48,3.67,2.75,2.5,3.83,3.02,2.37,3.55,2.68
China,Super League,2019,27/11/2019,11:35,Guangzhou R&F,Beijing Guoan,1,4,A,5.17,5.43,1.49,5.75,5.45,1.54,4.86,4.97,1.49
China,Super League,2019,27/11/2019,11:35,Hebei,Guangzhou Evergrande,1,3,A,6.48,5.08,1.43,7.4,5.55,1.47,6.08,5.04,1.4
China,Super League,2019,27/11/2019,11:35,Shandong Luneng,Tianjin Jinmen Tiger,3,1,H,1.58,4.35,5.49,1.63,4.5,5.6,1.57,4.16,5.03
China,Super League,2019,27/11/2019,11:35,Shanghai Shenhua,Jiangsu Suning,1,3,A,2.75,3.88,2.39,2.87,3.9,2.61,2.65,3.69,2.33
China,Super League,2019,27/11/2019,11:35,Shenzhen,Henan Songshan Longmen,3,3,D,1.69,4.06,4.88,1.69,4.5,6.18,1.61,4.12,4.69
China,Super League,2019,27/11/2019,11:35,Tianjin Tianhai,Dalian Yifang F.C.,5,1,H,2.04,3.79,3.5,2.11,4.04,3.56,1.99,3.68,3.3
China,Super League,2019,01/12/2019,07:00,Beijing Guoan,Shandong Luneng,3,2,H,1.56,4.4,5.26,1.64,4.86,6.45,1.55,4.35,4.95
China,Super League,2019,01/12/2019,07:00,Dalian Yifang F.C.,Beijing Renhe,2,0,H,1.3,6.02,7.77,1.34,6.1,10,1.29,5.67,8.04
China,Super League,2019,01/12/2019,07:00,Guangzhou Evergrande,Shanghai Shenhua,3,0,H,1.14,8.38,14.84,1.18,9,15.5,1.15,7.77,13.15
China,Super League,2019,01/12/2019,07:00,Henan Songshan Longmen,Guangzhou R&F,1,0,H,1.65,4.42,4.44,1.68,4.7,4.75,1.63,4.43,4.19
China,Super League,2019,01/12/2019,07:00,Jiangsu Suning,Tianjin Tianhai,2,0,H,1.26,5.99,9.41,1.32,6.24,9.64,1.28,5.74,8.42
China,Super League,2019,01/12/2019,07:00,Shanghai SIPG,Shenzhen,6,0,H,1.24,6.46,9.87,1.25,7.5,11.94,1.22,6.35,9.81
China,Super League,2019,01/12/2019,07:00,Tianjin Jinmen Tiger,Chongqing Liangjiang Athletic,2,0,H,1.72,4.01,4.47,1.8,4.1,4.7,1.73,3.92,4.14
China,Super League,2019,01/12/2019,07:00,Wuhan FC,Hebei,1,2,A,1.75,3.82,4.56,1.77,4.2,4.75,1.71,3.9,4.24
China,Super League,2020,25/07/2020,11:15,Guangzhou Evergrande,Shanghai Shenhua,2,0,H,1.61,4,5.24,1.66,4.45,6.22,1.59,4.1,4.97
China,Super League,2020,25/07/2020,13:30,Wuhan FC,Qingdao FC,2,0,H,1.93,3.58,3.9,2.07,3.65,4.28,1.89,3.48,3.87
China,Super League,2020,26/07/2020,08:30,Dalian Pro,Shandong Luneng,2,3,A,2.43,3.57,2.73,2.66,3.84,2.82,2.45,3.5,2.62
China,Super League,2020,26/07/2020,11:00,Hebei,Shijiazhuang,2,2,D,3.22,3.43,2.19,3.35,3.62,2.61,3.02,3.34,2.24
China,Super League,2020,26/07/2020,11:00,Shenzhen,Guangzhou R&F,3,0,H,3.26,4.03,1.99,3.52,4.2,2.21,3.19,3.85,1.99
China,Super League,2020,26/07/2020,13:00,Chongqing Liangjiang Athletic,Beijing Guoan,1,2,A,8.46,5.28,1.32,12.25,6.1,1.35,9.32,5.28,1.29
China,Super League,2020,26/07/2020,13:00,Henan Songshan Longmen,Jiangsu Suning,3,4,A,3.95,3.32,1.99,4.38,3.68,2.05,3.9,3.3,1.94
China,Super League,2020,27/07/2020,12:35,Tianjin Jinmen Tiger,Shanghai SIPG,1,3,A,10.49,5.52,1.27,11.5,6.7,1.31,9.91,5.9,1.25
China,Super League,2020,30/07/2020,11:00,Shanghai Shenhua,Shenzhen,3,2,H,2.31,3.49,2.95,2.47,3.75,3.42,2.28,3.36,2.97
China,Super League,2020,30/07/2020,13:00,Guangzhou R&F,Guangzhou Evergrande,0,5,A,7.26,5.04,1.37,9,6.15,1.39,7.21,5.33,1.34
China,Super League,2020,31/07/2020,11:00,Jiangsu Suning,Shandong Luneng,0,0,D,2.64,3.42,2.59,2.79,3.58,2.74,2.57,3.41,2.55
China,Super League,2020,31/07/2020,13:00,Dalian Pro,Henan Songshan Longmen,1,1,D,1.63,3.99,5.13,1.65,4.3,7.2,1.6,4.01,5.02
China,Super League,2020,01/08/2020,11:00,Beijing Guoan,Wuhan FC,1,0,H,1.45,4.49,6.61,1.52,4.85,7.2,1.45,4.47,6.24
China,Super League,2020,01/08/2020,14:00,Shijiazhuang,Qingdao FC,2,2,D,,,,,,,,,
China,Super League,2020,02/08/2020,11:00,Shanghai SIPG,Hebei,4,0,H,1.36,5.14,7.81,1.42,5.9,8.3,1.36,5.12,7.12
China,Super League,2020,02/08/2020,13:00,Chongqing Liangjiang Athletic,Tianjin Jinmen Tiger,2,2,D,4,3.19,2.07,4.1,3.4,2.16,3.75,3.17,2.04
China,Super League,2020,04/08/2020,11:00,Shenzhen,Guangzhou Evergrande,1,3,A,8.19,5.71,1.3,10.5,6.59,1.35,8.28,5.71,1.29
China,Super League,2020,04/08/2020,13:00,Jiangsu Suning,Dalian Pro,2,1,H,1.68,3.73,5.06,1.73,4.15,6.1,1.66,3.82,4.85
China,Super League,2020,05/08/2020,11:00,Shandong Luneng,Shanghai Shenhua,0,1,A,2.25,3.65,3.05,2.35,3.65,3.38,2.18,3.49,3.04
China,Super League,2020,05/08/2020,13:00,Henan Songshan Longmen,Guangzhou R&F,1,1,D,2.23,3.47,3.24,2.38,3.68,3.33,2.2,3.47,3.01
China,Super League,2020,06/08/2020,11:00,Tianjin Jinmen Tiger,Beijing Guoan,1,3,A,13.41,6.06,1.23,16.25,7.5,1.24,12.66,6.15,1.21
China,Super League,2020,06/08/2020,13:00,Qingdao FC,Shanghai SIPG,1,1,D,,,,,,,,,
China,Super League,2020,07/08/2020,11:00,Wuhan FC,Shijiazhuang,2,1,H,2.21,3.2,3.56,2.28,3.52,3.6,2.18,3.13,3.39
China,Super League,2020,07/08/2020,13:00,Hebei,Chongqing Liangjiang Athletic,2,2,D,3.05,3.51,2.31,3.14,3.76,2.39,2.9,3.4,2.29
China,Super League,2020,09/08/2020,11:00,Guangzhou Evergrande,Shandong Luneng,0,1,A,1.8,3.74,4.46,1.84,4.33,6.1,1.74,3.8,4.3
China,Super League,2020,09/08/2020,13:00,Guangzhou R&F,Jiangsu Suning,0,2,A,6.41,4.51,1.49,6.95,4.9,1.53,6.04,4.58,1.45
China,Super League,2020,10/08/2020,11:00,Shanghai Shenhua,Dalian Pro,2,2,D,2.15,3.45,3.44,2.22,4,4.75,2.01,3.52,3.47
China,Super League,2020,10/08/2020,13:00,Shenzhen,Henan Songshan Longmen,1,2,A,2.09,3.59,3.44,2.3,3.75,3.5,2.1,3.47,3.23
China,Super League,2020,11/08/2020,11:00,Shijiazhuang,Tianjin Jinmen Tiger,3,0,H,2,3.79,3.57,2.1,3.8,3.86,1.96,3.63,3.47
China,Super League,2020,11/08/2020,13:00,Chongqing Liangjiang Athletic,Qingdao FC,0,0,D,1.63,3.97,5.52,1.7,4.08,6.1,1.62,3.83,5.17
China,Super League,2020,12/08/2020,11:00,Shanghai SIPG,Wuhan FC,2,1,H,1.5,4.27,6.84,1.55,4.65,7.5,1.48,4.13,6.46
China,Super League,2020,12/08/2020,13:00,Beijing Guoan,Hebei,3,1,H,1.55,4.18,6.07,1.59,4.55,6.55,1.54,4.15,5.56
China,Super League,2020,14/08/2020,11:00,Henan Songshan Longmen,Guangzhou Evergrande,1,3,A,7.18,4.56,1.45,7.6,5.25,1.47,6.67,4.6,1.42
China,Super League,2020,14/08/2020,13:00,Jiangsu Suning,Shanghai Shenhua,0,1,A,2.06,3.35,3.83,2.09,3.76,4.1,1.96,3.41,3.71
China,Super League,2020,15/08/2020,11:00,Shandong Luneng,Shenzhen,2,0,H,1.63,3.96,5.54,1.67,4.45,6,1.58,3.96,5.34
China,Super League,2020,16/08/2020,08:00,Dalian Pro,Guangzhou R&F,0,1,A,2.34,3.67,2.89,2.34,3.7,3.1,2.25,3.56,2.82
China,Super League,2020,16/08/2020,11:00,Qingdao FC,Beijing Guoan,3,3,D,9.14,4.67,1.38,10,5.4,1.4,8.35,4.81,1.34
China,Super League,2020,16/08/2020,13:00,Shanghai SIPG,Shijiazhuang,1,1,D,1.41,4.8,7.54,1.42,5.55,9.3,1.38,4.79,7.13
China,Super League,2020,17/08/2020,11:00,Wuhan FC,Chongqing Liangjiang Athletic,2,0,H,2.57,3.04,3.06,2.65,3.28,3.13,2.49,3,2.94
China,Super League,2020,17/08/2020,13:00,Hebei,Tianjin Jinmen Tiger,2,0,H,1.69,3.9,5.03,1.76,4.2,5.1,1.67,3.86,4.67
China,Super League,2020,19/08/2020,11:00,Shandong Luneng,Henan Songshan Longmen,2,1,H,1.93,3.46,4.22,2.01,3.88,4.58,1.86,3.51,4.01
China,Super League,2020,19/08/2020,13:00,Shanghai Shenhua,Guangzhou R&F,2,3,A,1.82,3.93,4.12,1.95,4.07,4.28,1.8,3.78,3.95
China,Super League,2020,20/08/2020,11:00,Guangzhou Evergrande,Jiangsu Suning,2,1,H,2.1,3.39,3.63,2.18,3.72,4.2,2.01,3.38,3.62
China,Super League,2020,20/08/2020,13:00,Shenzhen,Dalian Pro,3,2,H,3.08,3.64,2.24,3.52,3.66,2.27,3.13,3.49,2.13
China,Super League,2020,21/08/2020,11:00,Hebei,Wuhan FC,3,1,H,2.31,3.45,3.09,2.44,3.55,3.28,2.28,3.31,3.01
China,Super League,2020,21/08/2020,13:00,Chongqing Liangjiang Athletic,Shijiazhuang,1,0,H,2.9,3.43,2.45,3.04,3.62,2.55,2.77,3.36,2.42
China,Super League,2020,22/08/2020,11:00,Tianjin Jinmen Tiger,Qingdao FC,0,2,A,2.97,3.32,2.45,3.32,3.78,2.45,2.94,3.31,2.33
China,Super League,2020,22/08/2020,13:00,Beijing Guoan,Shanghai SIPG,1,2,A,3.13,3.67,2.2,3.3,3.68,2.4,2.98,3.54,2.21
China,Super League,2020,24/08/2020,13:00,Jiangsu Suning,Shenzhen,1,1,D,1.67,3.88,5.27,1.75,4.05,6.25,1.65,3.72,5.04
China,Super League,2020,25/08/2020,11:00,Guangzhou R&F,Shandong Luneng,1,5,A,3.67,3.75,1.98,4,3.9,2.03,3.51,3.65,1.94
China,Super League,2020,25/08/2020,13:00,Dalian Pro,Guangzhou Evergrande,2,2,D,5.46,4.18,1.6,6.2,4.4,1.63,5.2,4.11,1.57
China,Super League,2020,26/08/2020,08:30,Henan Songshan Longmen,Shanghai Shenhua,0,0,D,3.28,3.38,2.21,3.76,3.96,2.21,3.37,3.48,2.05
China,Super League,2020,26/08/2020,11:00,Shanghai SIPG,Chongqing Liangjiang Athletic,3,0,H,1.49,4.33,6.72,1.5,4.9,8.9,1.45,4.41,6.35
China,Super League,2020,26/08/2020,13:00,Wuhan FC,Tianjin Jinmen Tiger,2,1,H,2.28,3.18,3.33,2.4,3.6,3.44,2.27,3.21,3.12
China,Super League,2020,27/08/2020,11:00,Shijiazhuang,Beijing Guoan,2,2,D,5.33,4.52,1.56,6.15,4.75,1.59,5.26,4.34,1.53
China,Super League,2020,27/08/2020,13:00,Qingdao FC,Hebei,1,2,A,4.69,3.97,1.7,5.3,4.05,1.83,4.72,3.87,1.66
China,Super League,2020,29/08/2020,11:00,Guangzhou R&F,Shenzhen,0,2,A,3.27,3.79,2.07,3.55,4.2,2.13,3.21,3.77,2.02
China,Super League,2020,29/08/2020,13:00,Shandong Luneng,Dalian Pro,0,1,A,1.93,3.71,3.84,1.96,4.2,4.9,1.76,3.83,4.15
China,Super League,2020,30/08/2020,11:00,Jiangsu Suning,Henan Songshan Longmen,5,2,H,1.35,4.9,9.5,1.51,5.4,10.75,1.35,4.78,8.56
China,Super League,2020,30/08/2020,13:00,Shanghai Shenhua,Guangzhou Evergrande,1,4,A,6.25,4.69,1.47,7,5.15,1.53,6.26,4.69,1.43
China,Super League,2020,31/08/2020,11:00,Shijiazhuang,Hebei,3,1,H,3.06,3.72,2.26,3.2,3.87,2.39,2.95,3.56,2.21
China,Super League,2020,31/08/2020,13:00,Shanghai SIPG,Tianjin Jinmen Tiger,4,1,H,1.22,6.8,12.73,1.23,8.12,17.25,1.2,6.72,11.74
China,Super League,2020,01/09/2020,11:00,Qingdao FC,Wuhan FC,0,3,A,4.14,3.44,1.96,4.45,3.62,2,3.97,3.36,1.91
China,Super League,2020,01/09/2020,13:00,Beijing Guoan,Chongqing Liangjiang Athletic,5,2,H,1.56,4.61,5.27,1.6,4.81,6.3,1.52,4.46,5.3
China,Super League,2020,03/09/2020,11:00,Henan Songshan Longmen,Dalian Pro,0,4,A,4.62,4.09,1.7,5.55,4.1,1.75,4.48,3.86,1.7
China,Super League,2020,03/09/2020,13:00,Shandong Luneng,Jiangsu Suning,0,1,A,2.21,3.42,3.31,2.49,3.55,3.34,2.28,3.3,3.01
China,Super League,2020,04/09/2020,11:00,Shenzhen,Shanghai Shenhua,0,0,D,2.17,3.67,3.2,2.25,3.96,3.34,2.12,3.59,3.09
China,Super League,2020,04/09/2020,13:00,Guangzhou Evergrande,Guangzhou R&F,2,1,H,1.18,7.17,13.01,1.24,8.9,17,1.17,7.37,11.88
China,Super League,2020,05/09/2020,11:00,Hebei,Shanghai SIPG,2,0,H,4.97,4.48,1.6,5.5,4.9,1.64,4.88,4.42,1.56
China,Super League,2020,05/09/2020,13:00,Qingdao FC,Shijiazhuang,0,1,A,4.93,4.09,1.67,5.25,4.2,1.74,4.84,3.92,1.64
China,Super League,2020,06/09/2020,11:00,Tianjin Jinmen Tiger,Chongqing Liangjiang Athletic,1,2,A,3.56,4.09,1.93,4.2,4.2,1.98,3.59,3.92,1.86
China,Super League,2020,06/09/2020,13:00,Wuhan FC,Beijing Guoan,2,2,D,5.35,4.51,1.56,5.95,4.65,1.62,5.19,4.37,1.54
China,Super League,2020,08/09/2020,11:00,Guangzhou R&F,Henan Songshan Longmen,3,1,H,2.31,3.71,2.98,2.38,3.96,3.04,2.27,3.62,2.8
